Mass->,Nd142Di,Nd143Di,Nd144Di,Nd146Di,Gd158Di,Dy164Di,Dy162Di,Dy163Di,Ho165Di,Er166Di,Er167Di,Er168Di,Er170Di,Tm169Di,Yb172Di,Yb173Di,Yb174Di,Yb176Di
1409,0,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0
1410,0,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0
1411,0,1,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0
1412,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0
1413,0,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,1
1414,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1
1415,0,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1
1416,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1
1417,0,1,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0
1418,0,1,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0
1419,0,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0
1420,0,1,0,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0
1421,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0
1422,0,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0
1423,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1
1424,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1
1425,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1426,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1
1427,0,1,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0
1428,0,1,0,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0
1429,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0
1430,0,1,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0
1431,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0
1432,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0
1433,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1
1434,0,1,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,1
1435,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1
1436,0,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1
1437,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1
1438,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
1439,0,1,0,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0
1440,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0
1441,0,1,0,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0
1442,0,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0
1443,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1
1444,0,1,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0
1445,0,1,0,0,1,1,0,1,0,1,1,1,0,1,0,0,0,0
1446,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0
1447,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0
1448,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,1
1449,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1
1450,0,1,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1
1451,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,1
1452,0,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0
1453,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0
1454,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,0,1,0
1455,0,1,0,0,1,1,0,1,0,1,0,1,1,1,0,0,0,0
1456,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0
1457,0,1,0,0,1,1,0,1,0,0,0,1,1,1,0,0,1,0
1458,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1
1459,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1
1460,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1
1461,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1
1462,0,1,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0
1463,0,1,0,0,1,1,0,1,0,0,1,1,1,0,1,0,0,0
1464,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0
1465,0,1,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0
1466,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,1,0
1467,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,1,0
1468,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1
1469,0,1,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1
1470,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,1
1471,0,1,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,1
1472,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,1
1473,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,1
1474,0,1,0,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0
1475,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0
1476,0,1,0,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0
1477,0,1,0,0,1,1,0,1,0,1,0,1,1,0,0,0,1,0
1478,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,1
1479,0,1,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,1
1480,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1
1481,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1
1482,0,1,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,0
1483,0,1,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0
1484,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0
1485,0,1,0,0,1,1,0,1,0,1,1,0,1,1,0,0,0,0
1486,0,1,0,0,1,1,0,1,0,1,1,0,0,1,0,0,1,0
1487,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0
1488,0,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1
1489,0,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,1
1490,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,1
1491,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1
1492,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,1
1493,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1
1494,0,1,0,0,1,1,0,1,0,1,0,0,1,1,1,0,0,0
1495,0,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0
1496,0,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0,1,0
1497,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0
1498,0,1,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,1
1499,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1
1500,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1
1501,0,1,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,1
1502,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1
1503,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,1
1504,0,1,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0
1505,0,1,0,0,1,1,0,1,0,1,1,0,0,0,1,0,1,0
1506,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0
1507,0,1,0,0,1,1,0,1,0,1,1,0,1,0,0,0,1,0
1508,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1
1509,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,1
1510,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,1
1511,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,1
1512,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0
1513,1,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0
1514,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1
1515,1,1,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0
1516,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0
1517,1,1,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0
1518,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0
1519,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1
1520,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0
1521,1,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0
1522,1,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0
1523,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0
1524,1,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1
1525,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1
1526,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1
1527,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1
1528,1,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0
1529,1,1,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0
1530,1,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0
1531,1,1,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0
1532,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0
1533,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0
1534,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1
1535,1,1,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0
1536,1,1,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0
1537,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0
1538,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0
1539,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1
1540,1,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1
1541,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1
1542,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1
1543,1,1,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0
1544,1,1,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0
1545,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0
1546,1,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0
1547,1,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0
1548,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0
1549,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1
1550,1,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1
1551,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1
1552,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1
1553,1,1,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0
1554,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0
1555,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0
1556,1,1,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0
1557,1,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0
1558,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0
1559,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1
1560,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1
1561,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1
1562,1,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1
1563,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1
1564,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1
1565,1,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0
1566,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0
1567,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0
1568,1,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0
1569,1,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1
1570,1,1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0
1571,1,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0
1572,1,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0
1573,1,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0
1574,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1
1575,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1
1576,1,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1
1577,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1
1578,1,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0
1579,1,1,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0
1580,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0
1581,1,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0
1582,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
1583,1,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0
1584,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1
1585,1,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1
1586,1,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1
1587,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1
1588,1,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0
1589,1,1,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0
1590,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0
1591,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0
1592,1,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0
1593,1,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0
1594,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1
1595,1,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1
1596,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1
1597,1,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1
1598,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1
1599,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1
1600,1,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0
1601,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
1602,1,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0
1603,1,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0
1604,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1
1605,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1
1606,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1
1607,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1
1608,1,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0
1609,1,1,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0
1610,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0
1611,1,1,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0
1612,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0
1613,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0
1614,1,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1
1615,1,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1
1616,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1
1617,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1
1618,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1
1619,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1
1620,1,1,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0
1621,1,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0
1622,1,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0
1623,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0
1624,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1
1625,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1
1626,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1
1627,1,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1
1628,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1
1629,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1
1630,1,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0
1631,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0
1632,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0
1633,1,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0
1634,1,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1
1635,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1
1636,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1
1637,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1
1638,1,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0
1639,0,1,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0
1640,0,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1
1641,0,1,1,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0
1642,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0
1643,0,1,1,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0
1644,0,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0
1645,0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1
1646,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0
1647,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0
1648,0,1,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0
1649,0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0
1650,0,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1
1651,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1
1652,0,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1
1653,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1
1654,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0
1655,0,1,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0
1656,0,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0
1657,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0
1658,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0
1659,0,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0
1660,0,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1
1661,0,1,1,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0
1662,0,1,1,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0
1663,0,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0
1664,0,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0
1665,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1
1666,0,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1
1667,0,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1
1668,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1
1669,0,1,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0
1670,0,1,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0
1671,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0
1672,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0
1673,0,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0
1674,0,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0
1675,0,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1
1676,0,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1
1677,0,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1
1678,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1
1679,0,1,1,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0
1680,0,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0
1681,0,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0
1682,0,1,1,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0
1683,0,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0
1684,0,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0
1685,0,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1
1686,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1
1687,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1
1688,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1
1689,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1
1690,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1
1691,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0
1692,0,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0
1693,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0
1694,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0
1695,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1
1696,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0
1697,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0
1698,0,1,1,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0
1699,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0
1700,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1
1701,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1
1702,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1
1703,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1
1704,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0
1705,0,1,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0
1706,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0
1707,0,1,1,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0
1708,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
1709,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0
1710,0,1,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1
1711,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1
1712,0,1,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1
1713,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1
1714,0,1,1,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0
1715,0,1,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0
1716,0,1,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0
1717,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0
1718,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0
1719,0,1,1,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0
1720,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1
1721,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1
1722,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1
1723,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1
1724,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1
1725,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1
1726,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0
1727,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
1728,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0
1729,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0
1730,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1
1731,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1
1732,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1
1733,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1
1734,0,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0
1735,0,1,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0
1736,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0
1737,0,1,1,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0
1738,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0
1739,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0
1740,0,1,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1
1741,0,1,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1
1742,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1
1743,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1
1744,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1
1745,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1
1746,0,1,1,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0
1747,0,1,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0
1748,0,1,1,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0
1749,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0
1750,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1
1751,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1
1752,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1
1753,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1
1754,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1
1755,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1
1756,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0
1757,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0
1758,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0
1759,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0
1760,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1
1761,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1
1762,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1
1763,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1
